close,time,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
449.85,2026-02-20 09:15:00,BFO,26-FEB-2026,613.0,449.1,613.0,0,Options,Put,BSESEN,82400.0,88100
449.15,2026-02-20 09:16:00,BFO,26-FEB-2026,468.15,425.0,442.85,0,Options,Put,BSESEN,82400.0,98840
498.9,2026-02-20 09:17:00,BFO,26-FEB-2026,498.9,433.0,440.45,0,Options,Put,BSESEN,82400.0,95960
509.25,2026-02-20 09:18:00,BFO,26-FEB-2026,539.45,474.0,491.25,0,Options,Put,BSESEN,82400.0,99280
462.45,2026-02-20 09:19:00,BFO,26-FEB-2026,514.95,459.7,505.0,0,Options,Put,BSESEN,82400.0,91320
448.0,2026-02-20 09:20:00,BFO,26-FEB-2026,478.45,442.35,459.25,0,Options,Put,BSESEN,82400.0,99120
439.95,2026-02-20 09:21:00,BFO,26-FEB-2026,450.4,421.9,447.05,0,Options,Put,BSESEN,82400.0,57100
431.35,2026-02-20 09:22:00,BFO,26-FEB-2026,440.5,427.4,435.05,0,Options,Put,BSESEN,82400.0,36360
463.85,2026-02-20 09:23:00,BFO,26-FEB-2026,465.0,424.8,426.1,0,Options,Put,BSESEN,82400.0,53180
501.25,2026-02-20 09:24:00,BFO,26-FEB-2026,501.9,462.25,463.85,0,Options,Put,BSESEN,82400.0,97920
520.95,2026-02-20 09:25:00,BFO,26-FEB-2026,528.2,492.25,500.15,0,Options,Put,BSESEN,82400.0,148260
509.9,2026-02-20 09:26:00,BFO,26-FEB-2026,520.0,499.75,515.8,0,Options,Put,BSESEN,82400.0,74840
496.65,2026-02-20 09:27:00,BFO,26-FEB-2026,518.2,488.0,508.1,0,Options,Put,BSESEN,82400.0,75980
540.8,2026-02-20 09:28:00,BFO,26-FEB-2026,542.85,499.85,499.85,0,Options,Put,BSESEN,82400.0,93720
596.25,2026-02-20 09:29:00,BFO,26-FEB-2026,604.0,533.2,543.55,0,Options,Put,BSESEN,82400.0,194940
