close,time,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
293.9,2026-02-20 09:15:00,BFO,26-FEB-2026,300.7,258.7,269.55,0,Options,Call,BSESEN,83100.0,37460
299.85,2026-02-20 09:16:00,BFO,26-FEB-2026,314.9,289.8,289.8,0,Options,Call,BSESEN,83100.0,60020
277.7,2026-02-20 09:17:00,BFO,26-FEB-2026,310.0,277.7,310.0,0,Options,Call,BSESEN,83100.0,32060
281.3,2026-02-20 09:18:00,BFO,26-FEB-2026,287.5,266.6,277.0,0,Options,Call,BSESEN,83100.0,17660
282.25,2026-02-20 09:19:00,BFO,26-FEB-2026,288.0,272.65,283.9,0,Options,Call,BSESEN,83100.0,16460
283.15,2026-02-20 09:20:00,BFO,26-FEB-2026,289.35,275.0,283.85,0,Options,Call,BSESEN,83100.0,19600
287.45,2026-02-20 09:21:00,BFO,26-FEB-2026,304.15,284.4,284.4,0,Options,Call,BSESEN,83100.0,33040
288.3,2026-02-20 09:22:00,BFO,26-FEB-2026,296.5,282.65,288.35,0,Options,Call,BSESEN,83100.0,21700
270.3,2026-02-20 09:23:00,BFO,26-FEB-2026,291.5,268.85,291.5,0,Options,Call,BSESEN,83100.0,20640
251.7,2026-02-20 09:24:00,BFO,26-FEB-2026,271.3,251.7,268.05,0,Options,Call,BSESEN,83100.0,16940
245.8,2026-02-20 09:25:00,BFO,26-FEB-2026,255.75,242.9,251.35,0,Options,Call,BSESEN,83100.0,20640
253.45,2026-02-20 09:26:00,BFO,26-FEB-2026,259.75,247.7,247.7,0,Options,Call,BSESEN,83100.0,10680
253.8,2026-02-20 09:27:00,BFO,26-FEB-2026,258.0,249.45,254.8,0,Options,Call,BSESEN,83100.0,14600
246.0,2026-02-20 09:28:00,BFO,26-FEB-2026,255.45,243.7,254.3,0,Options,Call,BSESEN,83100.0,11640
235.2,2026-02-20 09:29:00,BFO,26-FEB-2026,248.85,235.2,245.35,0,Options,Call,BSESEN,83100.0,14360
253.9,2026-02-20 09:30:00,BFO,26-FEB-2026,254.05,234.6,237.65,0,Options,Call,BSESEN,83100.0,18380
243.3,2026-02-20 09:31:00,BFO,26-FEB-2026,258.75,242.55,255.0,0,Options,Call,BSESEN,83100.0,13720
262.85,2026-02-20 09:32:00,BFO,26-FEB-2026,263.0,241.9,243.85,0,Options,Call,BSESEN,83100.0,12600
284.6,2026-02-20 09:33:00,BFO,26-FEB-2026,284.6,265.8,265.8,0,Options,Call,BSESEN,83100.0,26840
292.7,2026-02-20 09:34:00,BFO,26-FEB-2026,296.7,278.25,282.8,0,Options,Call,BSESEN,83100.0,23140
294.95,2026-02-20 09:35:00,BFO,26-FEB-2026,304.55,293.15,296.1,0,Options,Call,BSESEN,83100.0,31760
300.65,2026-02-20 09:36:00,BFO,26-FEB-2026,308.9,292.0,292.3,0,Options,Call,BSESEN,83100.0,26140
302.9,2026-02-20 09:37:00,BFO,26-FEB-2026,307.95,291.05,304.35,0,Options,Call,BSESEN,83100.0,23960
293.45,2026-02-20 09:38:00,BFO,26-FEB-2026,302.05,284.95,301.3,0,Options,Call,BSESEN,83100.0,21160
300.0,2026-02-20 09:39:00,BFO,26-FEB-2026,302.05,292.2,293.5,0,Options,Call,BSESEN,83100.0,11300
293.95,2026-02-20 09:40:00,BFO,26-FEB-2026,299.15,284.75,299.15,0,Options,Call,BSESEN,83100.0,10900
291.25,2026-02-20 09:41:00,BFO,26-FEB-2026,297.6,289.0,296.0,0,Options,Call,BSESEN,83100.0,14340
