close,time,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
410.9,2026-02-20 09:15:00,BFO,26-FEB-2026,557.5,408.6,552.35,0,Options,Put,BSESEN,82300.0,126520
401.0,2026-02-20 09:16:00,BFO,26-FEB-2026,426.5,386.15,407.7,0,Options,Put,BSESEN,82300.0,85220
454.85,2026-02-20 09:17:00,BFO,26-FEB-2026,454.85,393.45,398.15,0,Options,Put,BSESEN,82300.0,67220
466.55,2026-02-20 09:18:00,BFO,26-FEB-2026,495.15,431.3,449.9,0,Options,Put,BSESEN,82300.0,80120
425.35,2026-02-20 09:19:00,BFO,26-FEB-2026,473.1,422.95,460.2,0,Options,Put,BSESEN,82300.0,83860
410.9,2026-02-20 09:20:00,BFO,26-FEB-2026,439.05,404.75,421.2,0,Options,Put,BSESEN,82300.0,68160
400.85,2026-02-20 09:21:00,BFO,26-FEB-2026,412.05,386.8,412.05,0,Options,Put,BSESEN,82300.0,43640
393.8,2026-02-20 09:22:00,BFO,26-FEB-2026,403.8,389.3,397.0,0,Options,Put,BSESEN,82300.0,45640
422.05,2026-02-20 09:23:00,BFO,26-FEB-2026,424.15,387.55,388.9,0,Options,Put,BSESEN,82300.0,33480
461.2,2026-02-20 09:24:00,BFO,26-FEB-2026,461.2,421.45,422.95,0,Options,Put,BSESEN,82300.0,70480
479.5,2026-02-20 09:25:00,BFO,26-FEB-2026,484.4,451.8,459.2,0,Options,Put,BSESEN,82300.0,117600
465.85,2026-02-20 09:26:00,BFO,26-FEB-2026,474.8,457.4,473.2,0,Options,Put,BSESEN,82300.0,96940
455.7,2026-02-20 09:27:00,BFO,26-FEB-2026,474.25,445.95,463.75,0,Options,Put,BSESEN,82300.0,79220
498.95,2026-02-20 09:28:00,BFO,26-FEB-2026,498.95,458.8,459.5,0,Options,Put,BSESEN,82300.0,96720
548.25,2026-02-20 09:29:00,BFO,26-FEB-2026,558.05,489.65,499.0,0,Options,Put,BSESEN,82300.0,243880
459.7,2026-02-20 09:30:00,BFO,26-FEB-2026,549.85,459.7,540.1,0,Options,Put,BSESEN,82300.0,171960
498.6,2026-02-20 09:31:00,BFO,26-FEB-2026,502.7,459.5,459.5,0,Options,Put,BSESEN,82300.0,109480
452.0,2026-02-20 09:32:00,BFO,26-FEB-2026,507.55,451.5,500.15,0,Options,Put,BSESEN,82300.0,102600
420.8,2026-02-20 09:33:00,BFO,26-FEB-2026,455.2,415.15,451.45,0,Options,Put,BSESEN,82300.0,94920
406.15,2026-02-20 09:34:00,BFO,26-FEB-2026,430.0,396.7,424.25,0,Options,Put,BSESEN,82300.0,65120
405.75,2026-02-20 09:35:00,BFO,26-FEB-2026,405.75,388.55,401.0,0,Options,Put,BSESEN,82300.0,46640
401.45,2026-02-20 09:36:00,BFO,26-FEB-2026,407.6,390.1,407.6,0,Options,Put,BSESEN,82300.0,32740
403.5,2026-02-20 09:37:00,BFO,26-FEB-2026,418.55,396.7,399.25,0,Options,Put,BSESEN,82300.0,41920
429.2,2026-02-20 09:38:00,BFO,26-FEB-2026,438.15,403.2,403.4,0,Options,Put,BSESEN,82300.0,67540
419.3,2026-02-20 09:39:00,BFO,26-FEB-2026,431.35,412.75,428.75,0,Options,Put,BSESEN,82300.0,34760
433.55,2026-02-20 09:40:00,BFO,26-FEB-2026,451.1,414.95,414.95,0,Options,Put,BSESEN,82300.0,44180
438.75,2026-02-20 09:41:00,BFO,26-FEB-2026,447.1,431.65,434.25,0,Options,Put,BSESEN,82300.0,38020
412.65,2026-02-20 09:42:00,BFO,26-FEB-2026,450.0,403.5,440.65,0,Options,Put,BSESEN,82300.0,57480
400.8,2026-02-20 09:43:00,BFO,26-FEB-2026,415.0,392.6,412.1,0,Options,Put,BSESEN,82300.0,35820
401.4,2026-02-20 09:44:00,BFO,26-FEB-2026,409.5,390.0,400.55,0,Options,Put,BSESEN,82300.0,24960
395.05,2026-02-20 09:45:00,BFO,26-FEB-2026,408.0,386.85,400.0,0,Options,Put,BSESEN,82300.0,26100
398.1,2026-02-20 09:46:00,BFO,26-FEB-2026,401.3,388.7,397.05,0,Options,Put,BSESEN,82300.0,19980
385.85,2026-02-20 09:47:00,BFO,26-FEB-2026,397.25,380.65,397.1,0,Options,Put,BSESEN,82300.0,32060
370.55,2026-02-20 09:48:00,BFO,26-FEB-2026,391.3,361.0,387.65,0,Options,Put,BSESEN,82300.0,62020
377.95,2026-02-20 09:49:00,BFO,26-FEB-2026,387.8,370.3,370.3,0,Options,Put,BSESEN,82300.0,37460
372.6,2026-02-20 09:50:00,BFO,26-FEB-2026,380.8,364.8,377.95,0,Options,Put,BSESEN,82300.0,29760
366.8,2026-02-20 09:51:00,BFO,26-FEB-2026,375.9,361.9,373.9,0,Options,Put,BSESEN,82300.0,18060
386.15,2026-02-20 09:52:00,BFO,26-FEB-2026,386.4,365.75,366.8,0,Options,Put,BSESEN,82300.0,20100
391.8,2026-02-20 09:53:00,BFO,26-FEB-2026,391.95,381.2,384.1,0,Options,Put,BSESEN,82300.0,26980
382.9,2026-02-20 09:54:00,BFO,26-FEB-2026,398.3,381.8,390.85,0,Options,Put,BSESEN,82300.0,26440
379.75,2026-02-20 09:55:00,BFO,26-FEB-2026,395.0,379.75,381.0,0,Options,Put,BSESEN,82300.0,20940
368.9,2026-02-20 09:56:00,BFO,26-FEB-2026,378.75,357.9,378.75,0,Options,Put,BSESEN,82300.0,40540
364.0,2026-02-20 09:57:00,BFO,26-FEB-2026,376.3,364.0,368.5,0,Options,Put,BSESEN,82300.0,25360
373.65,2026-02-20 09:58:00,BFO,26-FEB-2026,382.15,366.0,366.65,0,Options,Put,BSESEN,82300.0,15560
366.2,2026-02-20 09:59:00,BFO,26-FEB-2026,377.3,362.8,371.8,0,Options,Put,BSESEN,82300.0,18360
379.55,2026-02-20 10:00:00,BFO,26-FEB-2026,381.6,365.05,366.35,0,Options,Put,BSESEN,82300.0,18020
378.0,2026-02-20 10:01:00,BFO,26-FEB-2026,380.0,364.75,379.1,0,Options,Put,BSESEN,82300.0,16760
376.95,2026-02-20 10:02:00,BFO,26-FEB-2026,382.95,374.8,378.15,0,Options,Put,BSESEN,82300.0,23340
392.15,2026-02-20 10:03:00,BFO,26-FEB-2026,394.3,372.2,376.25,0,Options,Put,BSESEN,82300.0,19440
388.45,2026-02-20 10:04:00,BFO,26-FEB-2026,394.05,383.0,393.6,0,Options,Put,BSESEN,82300.0,25000
