close,time,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
580.35,2026-02-20 09:15:00,BFO,26-FEB-2026,760.05,580.35,715.45,0,Options,Put,BSESEN,82700.0,18200
587.55,2026-02-20 09:16:00,BFO,26-FEB-2026,607.0,558.85,580.6,0,Options,Put,BSESEN,82700.0,43780
644.5,2026-02-20 09:17:00,BFO,26-FEB-2026,645.75,568.8,575.25,0,Options,Put,BSESEN,82700.0,26380
658.5,2026-02-20 09:18:00,BFO,26-FEB-2026,694.75,616.15,638.55,0,Options,Put,BSESEN,82700.0,20620
607.75,2026-02-20 09:19:00,BFO,26-FEB-2026,664.35,603.1,652.0,0,Options,Put,BSESEN,82700.0,20560
594.25,2026-02-20 09:20:00,BFO,26-FEB-2026,623.2,582.3,603.0,0,Options,Put,BSESEN,82700.0,18640
574.8,2026-02-20 09:21:00,BFO,26-FEB-2026,589.65,558.05,588.6,0,Options,Put,BSESEN,82700.0,19040
571.5,2026-02-20 09:22:00,BFO,26-FEB-2026,581.8,563.45,572.75,0,Options,Put,BSESEN,82700.0,12960
605.7,2026-02-20 09:23:00,BFO,26-FEB-2026,610.0,562.1,569.3,0,Options,Put,BSESEN,82700.0,15500
651.05,2026-02-20 09:24:00,BFO,26-FEB-2026,651.05,603.95,610.9,0,Options,Put,BSESEN,82700.0,21360
673.8,2026-02-20 09:25:00,BFO,26-FEB-2026,682.15,643.5,652.25,0,Options,Put,BSESEN,82700.0,25360
658.2,2026-02-20 09:26:00,BFO,26-FEB-2026,672.3,649.4,669.4,0,Options,Put,BSESEN,82700.0,17200
651.35,2026-02-20 09:27:00,BFO,26-FEB-2026,670.05,638.55,657.3,0,Options,Put,BSESEN,82700.0,16300
697.65,2026-02-20 09:28:00,BFO,26-FEB-2026,700.0,651.55,652.9,0,Options,Put,BSESEN,82700.0,29880
764.1,2026-02-20 09:29:00,BFO,26-FEB-2026,768.1,687.4,699.0,0,Options,Put,BSESEN,82700.0,40680
653.05,2026-02-20 09:30:00,BFO,26-FEB-2026,761.5,653.05,753.3,0,Options,Put,BSESEN,82700.0,17020
701.7,2026-02-20 09:31:00,BFO,26-FEB-2026,706.7,659.9,659.9,0,Options,Put,BSESEN,82700.0,12120
641.0,2026-02-20 09:32:00,BFO,26-FEB-2026,710.75,639.6,702.75,0,Options,Put,BSESEN,82700.0,10800
597.5,2026-02-20 09:33:00,BFO,26-FEB-2026,643.55,597.5,642.05,0,Options,Put,BSESEN,82700.0,13220
576.0,2026-02-20 09:34:00,BFO,26-FEB-2026,613.3,571.55,601.0,0,Options,Put,BSESEN,82700.0,13560
578.55,2026-02-20 09:35:00,BFO,26-FEB-2026,584.1,558.05,575.7,0,Options,Put,BSESEN,82700.0,19420
575.9,2026-02-20 09:36:00,BFO,26-FEB-2026,585.15,561.05,582.25,0,Options,Put,BSESEN,82700.0,10640
578.05,2026-02-20 09:37:00,BFO,26-FEB-2026,599.95,570.8,574.45,0,Options,Put,BSESEN,82700.0,12560
608.4,2026-02-20 09:38:00,BFO,26-FEB-2026,620.15,573.3,578.35,0,Options,Put,BSESEN,82700.0,19840
593.2,2026-02-20 09:39:00,BFO,26-FEB-2026,610.85,588.0,606.9,0,Options,Put,BSESEN,82700.0,13520
619.35,2026-02-20 09:40:00,BFO,26-FEB-2026,635.55,591.4,591.85,0,Options,Put,BSESEN,82700.0,18100
621.0,2026-02-20 09:41:00,BFO,26-FEB-2026,630.15,611.0,612.75,0,Options,Put,BSESEN,82700.0,14500
591.15,2026-02-20 09:42:00,BFO,26-FEB-2026,633.3,576.2,623.95,0,Options,Put,BSESEN,82700.0,17720
569.55,2026-02-20 09:43:00,BFO,26-FEB-2026,591.3,562.1,591.3,0,Options,Put,BSESEN,82700.0,13880
575.0,2026-02-20 09:44:00,BFO,26-FEB-2026,584.35,560.05,569.55,0,Options,Put,BSESEN,82700.0,12760
568.45,2026-02-20 09:45:00,BFO,26-FEB-2026,582.05,555.0,572.85,0,Options,Put,BSESEN,82700.0,11300
569.85,2026-02-20 09:46:00,BFO,26-FEB-2026,574.65,557.4,569.4,0,Options,Put,BSESEN,82700.0,7520
553.7,2026-02-20 09:47:00,BFO,26-FEB-2026,567.85,546.0,567.2,0,Options,Put,BSESEN,82700.0,11780
531.3,2026-02-20 09:48:00,BFO,26-FEB-2026,558.4,521.3,556.25,0,Options,Put,BSESEN,82700.0,29800
541.2,2026-02-20 09:49:00,BFO,26-FEB-2026,554.95,530.25,531.3,0,Options,Put,BSESEN,82700.0,26080
531.15,2026-02-20 09:50:00,BFO,26-FEB-2026,542.0,520.2,540.7,0,Options,Put,BSESEN,82700.0,19560
522.9,2026-02-20 09:51:00,BFO,26-FEB-2026,535.8,515.3,531.75,0,Options,Put,BSESEN,82700.0,26680
543.65,2026-02-20 09:52:00,BFO,26-FEB-2026,548.9,521.3,522.4,0,Options,Put,BSESEN,82700.0,38480
554.85,2026-02-20 09:53:00,BFO,26-FEB-2026,554.85,541.3,547.45,0,Options,Put,BSESEN,82700.0,33920
542.35,2026-02-20 09:54:00,BFO,26-FEB-2026,563.65,542.05,554.0,0,Options,Put,BSESEN,82700.0,30180
540.2,2026-02-20 09:55:00,BFO,26-FEB-2026,556.7,538.75,541.45,0,Options,Put,BSESEN,82700.0,17900
521.25,2026-02-20 09:56:00,BFO,26-FEB-2026,538.15,509.75,538.15,0,Options,Put,BSESEN,82700.0,33420
516.05,2026-02-20 09:57:00,BFO,26-FEB-2026,533.1,516.05,522.5,0,Options,Put,BSESEN,82700.0,19280
530.2,2026-02-20 09:58:00,BFO,26-FEB-2026,540.0,518.6,519.65,0,Options,Put,BSESEN,82700.0,22280
518.5,2026-02-20 09:59:00,BFO,26-FEB-2026,535.8,514.45,525.0,0,Options,Put,BSESEN,82700.0,13080
536.35,2026-02-20 10:00:00,BFO,26-FEB-2026,540.2,515.55,517.0,0,Options,Put,BSESEN,82700.0,26460
537.0,2026-02-20 10:01:00,BFO,26-FEB-2026,537.45,518.1,535.7,0,Options,Put,BSESEN,82700.0,15960
533.65,2026-02-20 10:02:00,BFO,26-FEB-2026,542.0,531.5,537.85,0,Options,Put,BSESEN,82700.0,24720
558.15,2026-02-20 10:03:00,BFO,26-FEB-2026,558.25,527.0,533.3,0,Options,Put,BSESEN,82700.0,24960
550.0,2026-02-20 10:04:00,BFO,26-FEB-2026,558.25,542.7,558.25,0,Options,Put,BSESEN,82700.0,23220
552.05,2026-02-20 10:05:00,BFO,26-FEB-2026,552.05,535.55,549.65,0,Options,Put,BSESEN,82700.0,24120
541.1,2026-02-20 10:06:00,BFO,26-FEB-2026,552.65,530.7,552.65,0,Options,Put,BSESEN,82700.0,26760
550.65,2026-02-20 10:07:00,BFO,26-FEB-2026,556.25,544.4,544.4,0,Options,Put,BSESEN,82700.0,37200
592.95,2026-02-20 10:08:00,BFO,26-FEB-2026,595.3,547.8,550.45,0,Options,Put,BSESEN,82700.0,53140
594.25,2026-02-20 10:09:00,BFO,26-FEB-2026,620.15,591.95,591.95,0,Options,Put,BSESEN,82700.0,67140
585.0,2026-02-20 10:10:00,BFO,26-FEB-2026,606.55,577.5,595.05,0,Options,Put,BSESEN,82700.0,43060
560.6,2026-02-20 10:11:00,BFO,26-FEB-2026,589.5,560.6,584.2,0,Options,Put,BSESEN,82700.0,29160
571.8,2026-02-20 10:12:00,BFO,26-FEB-2026,579.0,552.95,567.5,0,Options,Put,BSESEN,82700.0,19460
598.35,2026-02-20 10:13:00,BFO,26-FEB-2026,598.35,563.0,570.0,0,Options,Put,BSESEN,82700.0,21860
606.0,2026-02-20 10:14:00,BFO,26-FEB-2026,614.3,592.55,599.2,0,Options,Put,BSESEN,82700.0,28660
575.4,2026-02-20 10:15:00,BFO,26-FEB-2026,601.0,574.15,601.0,0,Options,Put,BSESEN,82700.0,22920
546.25,2026-02-20 10:16:00,BFO,26-FEB-2026,576.95,541.3,576.3,0,Options,Put,BSESEN,82700.0,37080
524.5,2026-02-20 10:17:00,BFO,26-FEB-2026,544.95,524.5,541.3,0,Options,Put,BSESEN,82700.0,45800
501.95,2026-02-20 10:18:00,BFO,26-FEB-2026,525.7,496.05,525.7,0,Options,Put,BSESEN,82700.0,59460
497.05,2026-02-20 10:19:00,BFO,26-FEB-2026,506.9,487.7,501.55,0,Options,Put,BSESEN,82700.0,39360
498.45,2026-02-20 10:20:00,BFO,26-FEB-2026,508.3,493.7,496.6,0,Options,Put,BSESEN,82700.0,37540
501.6,2026-02-20 10:21:00,BFO,26-FEB-2026,506.4,494.65,498.5,0,Options,Put,BSESEN,82700.0,23620
494.05,2026-02-20 10:22:00,BFO,26-FEB-2026,501.05,479.3,501.0,0,Options,Put,BSESEN,82700.0,44600
504.35,2026-02-20 10:23:00,BFO,26-FEB-2026,508.0,493.3,495.35,0,Options,Put,BSESEN,82700.0,29640
500.2,2026-02-20 10:24:00,BFO,26-FEB-2026,506.5,496.4,503.0,0,Options,Put,BSESEN,82700.0,21360
493.75,2026-02-20 10:25:00,BFO,26-FEB-2026,500.65,488.05,500.4,0,Options,Put,BSESEN,82700.0,27820
474.35,2026-02-20 10:26:00,BFO,26-FEB-2026,496.7,466.8,492.4,0,Options,Put,BSESEN,82700.0,45260
486.5,2026-02-20 10:27:00,BFO,26-FEB-2026,487.1,471.25,475.9,0,Options,Put,BSESEN,82700.0,29560
502.55,2026-02-20 10:28:00,BFO,26-FEB-2026,502.55,486.45,486.6,0,Options,Put,BSESEN,82700.0,17020
500.4,2026-02-20 10:29:00,BFO,26-FEB-2026,506.95,496.1,501.2,0,Options,Put,BSESEN,82700.0,34920
481.8,2026-02-20 10:30:00,BFO,26-FEB-2026,496.75,469.75,496.75,0,Options,Put,BSESEN,82700.0,37120
484.7,2026-02-20 10:31:00,BFO,26-FEB-2026,485.9,476.35,481.6,0,Options,Put,BSESEN,82700.0,13100
480.9,2026-02-20 10:32:00,BFO,26-FEB-2026,483.6,473.25,483.35,0,Options,Put,BSESEN,82700.0,11340
