close,time,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
539.7,2026-02-20 09:15:00,BFO,26-FEB-2026,715.6,538.75,666.6,0,Options,Put,BSESEN,82600.0,42640
532.3,2026-02-20 09:16:00,BFO,26-FEB-2026,558.5,509.7,537.2,0,Options,Put,BSESEN,82600.0,100420
594.25,2026-02-20 09:17:00,BFO,26-FEB-2026,594.25,519.0,527.95,0,Options,Put,BSESEN,82600.0,61180
607.95,2026-02-20 09:18:00,BFO,26-FEB-2026,642.4,566.7,587.2,0,Options,Put,BSESEN,82600.0,88140
556.55,2026-02-20 09:19:00,BFO,26-FEB-2026,612.05,553.0,602.75,0,Options,Put,BSESEN,82600.0,36280
541.45,2026-02-20 09:20:00,BFO,26-FEB-2026,571.0,531.85,550.5,0,Options,Put,BSESEN,82600.0,46360
526.5,2026-02-20 09:21:00,BFO,26-FEB-2026,540.4,508.75,540.4,0,Options,Put,BSESEN,82600.0,52480
522.5,2026-02-20 09:22:00,BFO,26-FEB-2026,532.8,514.35,523.0,0,Options,Put,BSESEN,82600.0,37460
558.45,2026-02-20 09:23:00,BFO,26-FEB-2026,558.45,512.5,512.85,0,Options,Put,BSESEN,82600.0,35140
597.8,2026-02-20 09:24:00,BFO,26-FEB-2026,597.8,551.9,556.1,0,Options,Put,BSESEN,82600.0,149440
618.8,2026-02-20 09:25:00,BFO,26-FEB-2026,627.75,589.1,598.25,0,Options,Put,BSESEN,82600.0,99660
606.1,2026-02-20 09:26:00,BFO,26-FEB-2026,619.0,594.5,613.8,0,Options,Put,BSESEN,82600.0,47140
595.95,2026-02-20 09:27:00,BFO,26-FEB-2026,615.85,582.6,605.55,0,Options,Put,BSESEN,82600.0,51760
639.8,2026-02-20 09:28:00,BFO,26-FEB-2026,640.35,595.95,595.95,0,Options,Put,BSESEN,82600.0,43520
705.1,2026-02-20 09:29:00,BFO,26-FEB-2026,709.35,635.1,638.95,0,Options,Put,BSESEN,82600.0,141060
597.3,2026-02-20 09:30:00,BFO,26-FEB-2026,700.7,597.3,693.75,0,Options,Put,BSESEN,82600.0,70280
644.15,2026-02-20 09:31:00,BFO,26-FEB-2026,649.0,598.1,598.1,0,Options,Put,BSESEN,82600.0,35640
588.25,2026-02-20 09:32:00,BFO,26-FEB-2026,654.9,585.8,647.0,0,Options,Put,BSESEN,82600.0,39900
548.2,2026-02-20 09:33:00,BFO,26-FEB-2026,591.1,545.4,588.85,0,Options,Put,BSESEN,82600.0,44500
531.8,2026-02-20 09:34:00,BFO,26-FEB-2026,561.45,522.8,549.9,0,Options,Put,BSESEN,82600.0,30900
532.75,2026-02-20 09:35:00,BFO,26-FEB-2026,532.75,511.3,526.6,0,Options,Put,BSESEN,82600.0,42200
525.45,2026-02-20 09:36:00,BFO,26-FEB-2026,535.55,513.5,535.55,0,Options,Put,BSESEN,82600.0,32260
529.6,2026-02-20 09:37:00,BFO,26-FEB-2026,549.05,520.9,526.0,0,Options,Put,BSESEN,82600.0,92520
561.1,2026-02-20 09:38:00,BFO,26-FEB-2026,569.8,526.3,530.9,0,Options,Put,BSESEN,82600.0,144520
546.15,2026-02-20 09:39:00,BFO,26-FEB-2026,561.05,538.25,555.2,0,Options,Put,BSESEN,82600.0,70920
564.1,2026-02-20 09:40:00,BFO,26-FEB-2026,586.1,541.9,541.9,0,Options,Put,BSESEN,82600.0,76720
570.0,2026-02-20 09:41:00,BFO,26-FEB-2026,578.35,562.0,562.5,0,Options,Put,BSESEN,82600.0,56580
537.25,2026-02-20 09:42:00,BFO,26-FEB-2026,580.5,524.9,572.95,0,Options,Put,BSESEN,82600.0,88680
522.1,2026-02-20 09:43:00,BFO,26-FEB-2026,540.75,513.6,537.25,0,Options,Put,BSESEN,82600.0,39540
526.15,2026-02-20 09:44:00,BFO,26-FEB-2026,535.0,512.1,524.05,0,Options,Put,BSESEN,82600.0,29500
518.7,2026-02-20 09:45:00,BFO,26-FEB-2026,532.15,506.65,525.05,0,Options,Put,BSESEN,82600.0,33880
518.5,2026-02-20 09:46:00,BFO,26-FEB-2026,525.8,508.75,518.95,0,Options,Put,BSESEN,82600.0,19000
