close,time,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
558.5,2026-02-20 09:15:00,BFO,26-FEB-2026,564.6,492.0,516.6,0,Options,Call,BSESEN,82500.0,166780
563.9,2026-02-20 09:16:00,BFO,26-FEB-2026,592.1,552.6,554.2,0,Options,Call,BSESEN,82500.0,236140
526.85,2026-02-20 09:17:00,BFO,26-FEB-2026,580.15,526.25,580.15,0,Options,Call,BSESEN,82500.0,148740
528.7,2026-02-20 09:18:00,BFO,26-FEB-2026,543.25,504.7,525.25,0,Options,Call,BSESEN,82500.0,112740
540.5,2026-02-20 09:19:00,BFO,26-FEB-2026,548.7,516.95,535.25,0,Options,Call,BSESEN,82500.0,108780
544.15,2026-02-20 09:20:00,BFO,26-FEB-2026,554.15,527.0,541.5,0,Options,Call,BSESEN,82500.0,113680
553.15,2026-02-20 09:21:00,BFO,26-FEB-2026,577.7,545.8,546.95,0,Options,Call,BSESEN,82500.0,160740
554.3,2026-02-20 09:22:00,BFO,26-FEB-2026,564.6,545.25,552.9,0,Options,Call,BSESEN,82500.0,74560
524.85,2026-02-20 09:23:00,BFO,26-FEB-2026,561.55,521.7,561.55,0,Options,Call,BSESEN,82500.0,87920
490.15,2026-02-20 09:24:00,BFO,26-FEB-2026,526.3,490.0,521.4,0,Options,Call,BSESEN,82500.0,98260
479.7,2026-02-20 09:25:00,BFO,26-FEB-2026,496.5,474.0,490.55,0,Options,Call,BSESEN,82500.0,77560
491.35,2026-02-20 09:26:00,BFO,26-FEB-2026,503.15,482.6,483.1,0,Options,Call,BSESEN,82500.0,76300
492.85,2026-02-20 09:27:00,BFO,26-FEB-2026,500.85,484.45,492.55,0,Options,Call,BSESEN,82500.0,66180
473.6,2026-02-20 09:28:00,BFO,26-FEB-2026,494.1,471.85,493.05,0,Options,Call,BSESEN,82500.0,64140
450.5,2026-02-20 09:29:00,BFO,26-FEB-2026,479.25,450.05,473.3,0,Options,Call,BSESEN,82500.0,110000
493.0,2026-02-20 09:30:00,BFO,26-FEB-2026,493.25,450.05,455.3,0,Options,Call,BSESEN,82500.0,86760
469.0,2026-02-20 09:31:00,BFO,26-FEB-2026,497.9,467.85,493.7,0,Options,Call,BSESEN,82500.0,92720
508.65,2026-02-20 09:32:00,BFO,26-FEB-2026,508.65,466.1,469.6,0,Options,Call,BSESEN,82500.0,73160
541.55,2026-02-20 09:33:00,BFO,26-FEB-2026,543.75,510.6,510.65,0,Options,Call,BSESEN,82500.0,135480
562.6,2026-02-20 09:34:00,BFO,26-FEB-2026,565.4,533.2,540.85,0,Options,Call,BSESEN,82500.0,159000
557.15,2026-02-20 09:35:00,BFO,26-FEB-2026,577.8,556.75,564.2,0,Options,Call,BSESEN,82500.0,156520
568.5,2026-02-20 09:36:00,BFO,26-FEB-2026,582.9,555.35,555.75,0,Options,Call,BSESEN,82500.0,85040
570.6,2026-02-20 09:37:00,BFO,26-FEB-2026,580.75,550.7,574.4,0,Options,Call,BSESEN,82500.0,81680
554.35,2026-02-20 09:38:00,BFO,26-FEB-2026,571.55,541.85,571.5,0,Options,Call,BSESEN,82500.0,83300
565.4,2026-02-20 09:39:00,BFO,26-FEB-2026,569.2,552.25,554.3,0,Options,Call,BSESEN,82500.0,53020
