close,time,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
877.75,2026-02-20 09:15:00,BFO,26-FEB-2026,879.55,764.2,764.2,0,Options,Call,BSESEN,82000.0,30040
891.05,2026-02-20 09:16:00,BFO,26-FEB-2026,916.5,865.7,873.05,0,Options,Call,BSESEN,82000.0,46880
827.4,2026-02-20 09:17:00,BFO,26-FEB-2026,897.65,827.4,895.45,0,Options,Call,BSESEN,82000.0,15440
830.7,2026-02-20 09:18:00,BFO,26-FEB-2026,854.55,797.7,830.7,0,Options,Call,BSESEN,82000.0,12440
857.2,2026-02-20 09:19:00,BFO,26-FEB-2026,865.7,820.0,840.25,0,Options,Call,BSESEN,82000.0,11060
860.65,2026-02-20 09:20:00,BFO,26-FEB-2026,874.2,838.95,857.2,0,Options,Call,BSESEN,82000.0,7620
871.8,2026-02-20 09:21:00,BFO,26-FEB-2026,904.95,865.7,865.9,0,Options,Call,BSESEN,82000.0,10520
878.7,2026-02-20 09:22:00,BFO,26-FEB-2026,887.9,868.75,877.9,0,Options,Call,BSESEN,82000.0,5560
832.75,2026-02-20 09:23:00,BFO,26-FEB-2026,887.3,832.75,887.3,0,Options,Call,BSESEN,82000.0,4120
795.0,2026-02-20 09:24:00,BFO,26-FEB-2026,840.55,795.0,832.35,0,Options,Call,BSESEN,82000.0,6780
777.6,2026-02-20 09:25:00,BFO,26-FEB-2026,801.25,770.0,795.45,0,Options,Call,BSESEN,82000.0,9100
792.0,2026-02-20 09:26:00,BFO,26-FEB-2026,806.3,780.05,780.05,0,Options,Call,BSESEN,82000.0,7740
797.75,2026-02-20 09:27:00,BFO,26-FEB-2026,807.6,783.9,793.9,0,Options,Call,BSESEN,82000.0,4640
764.75,2026-02-20 09:28:00,BFO,26-FEB-2026,797.75,764.25,797.75,0,Options,Call,BSESEN,82000.0,5880
731.1,2026-02-20 09:29:00,BFO,26-FEB-2026,773.85,731.0,764.75,0,Options,Call,BSESEN,82000.0,19280
