close,time,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
740.55,2026-02-20 09:15:00,BFO,26-FEB-2026,746.25,647.7,687.7,0,Options,Call,BSESEN,82200.0,33900
742.25,2026-02-20 09:16:00,BFO,26-FEB-2026,777.05,728.95,743.2,0,Options,Call,BSESEN,82200.0,33940
699.45,2026-02-20 09:17:00,BFO,26-FEB-2026,762.4,699.45,761.05,0,Options,Call,BSESEN,82200.0,15780
701.45,2026-02-20 09:18:00,BFO,26-FEB-2026,718.65,671.2,701.65,0,Options,Call,BSESEN,82200.0,15080
722.15,2026-02-20 09:19:00,BFO,26-FEB-2026,729.1,688.55,707.75,0,Options,Call,BSESEN,82200.0,12000
725.05,2026-02-20 09:20:00,BFO,26-FEB-2026,735.0,706.5,724.45,0,Options,Call,BSESEN,82200.0,12360
732.95,2026-02-20 09:21:00,BFO,26-FEB-2026,766.65,727.1,728.55,0,Options,Call,BSESEN,82200.0,15220
737.45,2026-02-20 09:22:00,BFO,26-FEB-2026,755.0,729.45,737.3,0,Options,Call,BSESEN,82200.0,10600
703.8,2026-02-20 09:23:00,BFO,26-FEB-2026,746.3,698.05,745.35,0,Options,Call,BSESEN,82200.0,9980
662.85,2026-02-20 09:24:00,BFO,26-FEB-2026,705.5,662.85,703.8,0,Options,Call,BSESEN,82200.0,12640
648.4,2026-02-20 09:25:00,BFO,26-FEB-2026,670.0,641.7,664.2,0,Options,Call,BSESEN,82200.0,10260
660.6,2026-02-20 09:26:00,BFO,26-FEB-2026,674.2,647.25,647.25,0,Options,Call,BSESEN,82200.0,8420
665.4,2026-02-20 09:27:00,BFO,26-FEB-2026,674.95,653.2,665.45,0,Options,Call,BSESEN,82200.0,6880
639.7,2026-02-20 09:28:00,BFO,26-FEB-2026,665.8,635.6,665.4,0,Options,Call,BSESEN,82200.0,8840
608.3,2026-02-20 09:29:00,BFO,26-FEB-2026,646.25,608.3,639.5,0,Options,Call,BSESEN,82200.0,28440
667.75,2026-02-20 09:30:00,BFO,26-FEB-2026,667.75,607.5,613.6,0,Options,Call,BSESEN,82200.0,37600
636.45,2026-02-20 09:31:00,BFO,26-FEB-2026,668.8,632.9,667.85,0,Options,Call,BSESEN,82200.0,16220
681.4,2026-02-20 09:32:00,BFO,26-FEB-2026,683.55,629.7,633.45,0,Options,Call,BSESEN,82200.0,16860
725.0,2026-02-20 09:33:00,BFO,26-FEB-2026,725.0,681.9,683.2,0,Options,Call,BSESEN,82200.0,24100
746.45,2026-02-20 09:34:00,BFO,26-FEB-2026,750.95,713.6,721.05,0,Options,Call,BSESEN,82200.0,21480
742.9,2026-02-20 09:35:00,BFO,26-FEB-2026,765.0,741.4,749.55,0,Options,Call,BSESEN,82200.0,19740
756.8,2026-02-20 09:36:00,BFO,26-FEB-2026,770.0,736.65,736.65,0,Options,Call,BSESEN,82200.0,9540
758.3,2026-02-20 09:37:00,BFO,26-FEB-2026,768.15,731.2,756.8,0,Options,Call,BSESEN,82200.0,8820
733.65,2026-02-20 09:38:00,BFO,26-FEB-2026,758.0,722.6,754.5,0,Options,Call,BSESEN,82200.0,8940
750.0,2026-02-20 09:39:00,BFO,26-FEB-2026,755.65,733.65,733.65,0,Options,Call,BSESEN,82200.0,3600
734.75,2026-02-20 09:40:00,BFO,26-FEB-2026,750.0,714.0,750.0,0,Options,Call,BSESEN,82200.0,4240
723.95,2026-02-20 09:41:00,BFO,26-FEB-2026,741.25,722.45,734.75,0,Options,Call,BSESEN,82200.0,7960
756.9,2026-02-20 09:42:00,BFO,26-FEB-2026,772.1,722.7,728.8,0,Options,Call,BSESEN,82200.0,13420
779.75,2026-02-20 09:43:00,BFO,26-FEB-2026,783.8,757.3,758.75,0,Options,Call,BSESEN,82200.0,10080
784.95,2026-02-20 09:44:00,BFO,26-FEB-2026,794.9,767.5,777.0,0,Options,Call,BSESEN,82200.0,8020
783.35,2026-02-20 09:45:00,BFO,26-FEB-2026,799.55,772.7,784.45,0,Options,Call,BSESEN,82200.0,8000
786.15,2026-02-20 09:46:00,BFO,26-FEB-2026,794.0,780.4,784.85,0,Options,Call,BSESEN,82200.0,4740
807.0,2026-02-20 09:47:00,BFO,26-FEB-2026,816.15,786.2,786.2,0,Options,Call,BSESEN,82200.0,7460
853.95,2026-02-20 09:48:00,BFO,26-FEB-2026,855.0,802.75,806.5,0,Options,Call,BSESEN,82200.0,19640
849.8,2026-02-20 09:49:00,BFO,26-FEB-2026,863.15,826.1,858.35,0,Options,Call,BSESEN,82200.0,11900
873.95,2026-02-20 09:50:00,BFO,26-FEB-2026,885.0,843.1,849.8,0,Options,Call,BSESEN,82200.0,10460
881.5,2026-02-20 09:51:00,BFO,26-FEB-2026,888.0,861.9,873.95,0,Options,Call,BSESEN,82200.0,5500
848.95,2026-02-20 09:52:00,BFO,26-FEB-2026,888.0,843.3,884.2,0,Options,Call,BSESEN,82200.0,8040
850.8,2026-02-20 09:53:00,BFO,26-FEB-2026,860.0,840.0,848.75,0,Options,Call,BSESEN,82200.0,3620
854.95,2026-02-20 09:54:00,BFO,26-FEB-2026,859.45,830.75,844.25,0,Options,Call,BSESEN,82200.0,4160
860.95,2026-02-20 09:55:00,BFO,26-FEB-2026,866.05,843.3,854.95,0,Options,Call,BSESEN,82200.0,3480
892.2,2026-02-20 09:56:00,BFO,26-FEB-2026,908.5,863.25,864.45,0,Options,Call,BSESEN,82200.0,8200
898.2,2026-02-20 09:57:00,BFO,26-FEB-2026,903.4,875.85,896.05,0,Options,Call,BSESEN,82200.0,11840
889.5,2026-02-20 09:58:00,BFO,26-FEB-2026,898.95,866.1,898.2,0,Options,Call,BSESEN,82200.0,4420
902.1,2026-02-20 09:59:00,BFO,26-FEB-2026,909.0,881.7,895.0,0,Options,Call,BSESEN,82200.0,3160
870.5,2026-02-20 10:00:00,BFO,26-FEB-2026,904.5,865.25,902.7,0,Options,Call,BSESEN,82200.0,5620
873.5,2026-02-20 10:01:00,BFO,26-FEB-2026,891.45,864.1,870.4,0,Options,Call,BSESEN,82200.0,5980
869.85,2026-02-20 10:02:00,BFO,26-FEB-2026,873.75,860.7,873.5,0,Options,Call,BSESEN,82200.0,1900
840.55,2026-02-20 10:03:00,BFO,26-FEB-2026,881.75,840.55,869.85,0,Options,Call,BSESEN,82200.0,2520
849.2,2026-02-20 10:04:00,BFO,26-FEB-2026,856.9,840.6,840.8,0,Options,Call,BSESEN,82200.0,3680
850.0,2026-02-20 10:05:00,BFO,26-FEB-2026,870.1,850.0,850.3,0,Options,Call,BSESEN,82200.0,1980
862.75,2026-02-20 10:06:00,BFO,26-FEB-2026,880.0,852.15,852.15,0,Options,Call,BSESEN,82200.0,2320
