time,open,high,low,close,volume
2026-02-20 12:54:00,82926.26,82953.21,82926.26,82952.32,0
2026-02-20 12:55:00,82956.48,82964.32,82946.21,82949.47,0
2026-02-20 12:56:00,82945.6,82950.8,82892.07,82902.45,0
2026-02-20 12:57:00,82900.68,82905.94,82858.15,82858.15,0
2026-02-20 12:58:00,82856.61,82859.23,82836.33,82855.08,0
2026-02-20 12:59:00,82857.48,82893.67,82857.48,82893.48,0
2026-02-20 13:00:00,82892.56,82934.9,82886.58,82933.83,0
2026-02-20 13:01:00,82933.01,82942.02,82926.98,82932.16,0
2026-02-20 13:02:00,82931.72,82941.37,82897.68,82898.64,0
2026-02-20 13:03:00,82898.64,82899.73,82878.35,82879.79,0
2026-02-20 13:04:00,82879.79,82891.33,82876.68,82884.91,0
2026-02-20 13:05:00,82885.58,82886.88,82865.86,82867.75,0
2026-02-20 13:06:00,82870.78,82874.42,82849.37,82849.58,0
2026-02-20 13:07:00,82849.49,82849.49,82825.9,82825.9,0
2026-02-20 13:08:00,82824.87,82835.4,82809.57,82817.86,0
2026-02-20 13:09:00,82817.2,82821.85,82798.57,82798.83,0
2026-02-20 13:10:00,82799.71,82809.41,82778.96,82780.46,0
2026-02-20 13:11:00,82778.57,82778.57,82723.58,82730.33,0
2026-02-20 13:12:00,82726.41,82735.68,82718.01,82735.68,0
2026-02-20 13:13:00,82730.81,82758.79,82727.92,82758.79,0
2026-02-20 13:14:00,82759.7,82775.95,82757.28,82766.23,0
2026-02-20 13:15:00,82765.74,82765.74,82721.43,82721.43,0
2026-02-20 13:16:00,82722.13,82741.22,82710.94,82741.22,0
2026-02-20 13:17:00,82740.04,82778.99,82740.02,82746.76,0
2026-02-20 13:18:00,82746.66,82760.0,82734.17,82739.78,0
2026-02-20 13:19:00,82736.72,82737.32,82717.54,82735.5,0
2026-02-20 13:20:00,82736.41,82754.45,82727.24,82735.76,0
2026-02-20 13:21:00,82734.04,82737.31,82691.02,82693.91,0
2026-02-20 13:22:00,82695.06,82737.4,82695.06,82735.15,0
2026-02-20 13:23:00,82734.85,82735.19,82702.39,82716.45,0
2026-02-20 13:24:00,82716.52,82744.78,82713.94,82740.64,0
2026-02-20 13:25:00,82740.84,82747.51,82715.06,82736.77,0
2026-02-20 13:26:00,82736.29,82763.16,82736.29,82757.02,0
2026-02-20 13:27:00,82756.89,82772.38,82751.16,82772.38,0
2026-02-20 13:28:00,82771.77,82824.52,82768.64,82814.95,0
2026-02-20 13:29:00,82813.86,82825.75,82803.66,82822.44,0
2026-02-20 13:30:00,82821.71,82852.25,82811.09,82839.38,0
2026-02-20 13:31:00,82838.56,82867.74,82838.29,82853.2,0
2026-02-20 13:32:00,82853.2,82879.33,82853.2,82877.96,0
2026-02-20 13:33:00,82877.6,82883.32,82853.89,82859.36,0
2026-02-20 13:34:00,82859.33,82888.01,82851.06,82888.01,0
2026-02-20 13:35:00,82892.3,82941.74,82885.96,82935.81,0
2026-02-20 13:36:00,82936.15,82936.15,82872.22,82873.85,0
2026-02-20 13:37:00,82871.43,82876.26,82851.54,82854.93,0
2026-02-20 13:38:00,82858.29,82879.18,82858.29,82868.79,0
2026-02-20 13:39:00,82867.75,82867.75,82839.95,82844.62,0
2026-02-20 13:40:00,82844.62,82854.57,82840.38,82840.82,0
2026-02-20 13:41:00,82842.26,82842.32,82820.17,82828.68,0
2026-02-20 13:42:00,82821.31,82824.04,82789.17,82799.62,0
2026-02-20 13:43:00,82799.88,82849.79,82799.88,82849.79,0
2026-02-20 13:44:00,82848.97,82856.32,82835.51,82839.17,0
2026-02-20 13:45:00,82840.37,82875.76,82840.37,82851.98,0
2026-02-20 13:46:00,82851.98,82855.05,82832.39,82833.14,0
2026-02-20 13:47:00,82833.43,82838.71,82824.33,82830.4,0
2026-02-20 13:48:00,82831.81,82842.27,82822.93,82836.81,0
2026-02-20 13:49:00,82837.18,82852.06,82824.86,82851.51,0
2026-02-20 13:50:00,82852.67,82863.43,82849.68,82855.98,0
2026-02-20 13:51:00,82854.82,82861.29,82843.2,82843.78,0
2026-02-20 13:52:00,82844.59,82851.73,82833.8,82835.97,0
2026-02-20 13:53:00,82838.36,82843.44,82828.01,82843.44,0
2026-02-20 13:54:00,82841.8,82843.45,82817.04,82817.06,0
2026-02-20 13:55:00,82816.19,82831.64,82805.21,82824.56,0
2026-02-20 13:56:00,82824.56,82840.67,82822.74,82840.67,0
2026-02-20 13:57:00,82838.23,82866.18,82835.62,82859.17,0
2026-02-20 13:58:00,82864.31,82922.33,82864.31,82920.29,0
2026-02-20 13:59:00,82920.14,82926.4,82908.11,82919.22,0
2026-02-20 14:00:00,82919.94,82932.88,82908.11,82927.06,0
